scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Cervus canadensis nannodes,2024-09-06 10:12:00 -0700,"large bull in rut, carrying debris in his antlers from thrashing a lupine bush","California, US",38.0787142406,-122.9879978571,,Tule Elk,https://www.inaturalist.org/observations/240457492,https://inaturalist-open-data.s3.amazonaws.com/photos/428402288/medium.jpeg,wildmare64,240457492,Tule Elk,Mammalia,566549,2,0,2024/09/06 10:12 AM,2024-09-06,2024-09-06 17:12:00 UTC,Pacific Time (US & Canada),5,28300,,obscured,true,,,427781,Sarah,2024-09-08 02:04:44 UTC,2024-10-27 21:59:31 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-09-06 10:12:00 -0700,,"California, US",38.1326336742,-122.9158294037,,Tule Elk,https://www.inaturalist.org/observations/240457490,https://inaturalist-open-data.s3.amazonaws.com/photos/428402289/medium.jpeg,wildmare64,240457490,Tule Elk,Mammalia,566549,2,0,2024/09/06 10:12 AM,2024-09-06,2024-09-06 17:12:00 UTC,Pacific Time (US & Canada),8,28300,,obscured,true,,,427781,Sarah,2024-09-08 02:04:44 UTC,2024-09-08 14:33:14 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-22 10:45:00 -0700,,"California, US",38.3376988985,-122.8328370487,,Tule Elk,https://www.inaturalist.org/observations/240239489,https://static.inaturalist.org/photos/427979990/medium.jpeg,isabelgb,240239489,Tule Elk,Mammalia,566549,3,0,2024/08/22 10:45 AM,2024-08-22,2024-08-22 17:45:00 UTC,Pacific Time (US & Canada),3040,28270,,obscured,true,,,1174756,,2024-09-07 01:11:04 UTC,2024-10-15 05:32:28 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-22 11:44:00 -0700,,"California, US",38.2988517923,-122.8176271958,,Tule Elk,https://www.inaturalist.org/observations/240239486,https://static.inaturalist.org/photos/427979863/medium.jpeg,isabelgb,240239486,Tule Elk,Mammalia,566549,2,0,2024/08/22 11:44 AM,2024-08-22,2024-08-22 18:44:00 UTC,Pacific Time (US & Canada),3040,28270,,obscured,true,,,1174756,,2024-09-07 01:11:03 UTC,2024-09-22 14:36:52 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-07-27 16:56:46 -0700,,"California, US",38.0094231969,-122.9468737793,,Tule Elk,https://www.inaturalist.org/observations/240072403,https://inaturalist-open-data.s3.amazonaws.com/photos/427661782/medium.jpeg,rhino84,240072403,Tule Elk,Mammalia,566549,1,0,2024-07-27 16:56:46-07:00,2024-07-27,2024-07-27 23:56:46 UTC,Pacific Time (US & Canada),4,28300,,obscured,true,,,8535351,,2024-09-06 02:16:46 UTC,2024-09-06 05:01:14 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-30 04:00:00 -0700,,"Mendocino County, US-CA, US",39.3694984121,-123.0529340844,,Tule Elk,https://www.inaturalist.org/observations/239997696,https://inaturalist-open-data.s3.amazonaws.com/photos/427521150/medium.jpeg,gksibley,239997696,Tule Elk,Mammalia,566549,1,0,2024-08-30 04:00:00-07:00,2024-08-30,2024-08-30 11:00:00 UTC,Pacific Time (US & Canada),11,28121,,obscured,true,,,7735245,Georgia Sibley,2024-09-05 17:34:02 UTC,2024-09-06 19:54:36 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-09-02 12:35:00 -0700,,"California, US",38.0052430297,-122.8132486703,,Tule Elk,https://www.inaturalist.org/observations/239991214,https://inaturalist-open-data.s3.amazonaws.com/photos/427507310/medium.jpeg,direbecca,239991214,Tule Elk,Mammalia,566549,1,0,2024/09/02 12:35 PM,2024-09-02,2024-09-02 19:35:00 UTC,Pacific Time (US & Canada),217,28300,,obscured,true,,,5327,Di,2024-09-05 16:57:04 UTC,2024-09-05 17:48:08 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-09-02 12:58:00 -0700,,"California, US",38.002725068,-122.9259447126,,Tule Elk,https://www.inaturalist.org/observations/239991213,https://inaturalist-open-data.s3.amazonaws.com/photos/427507332/medium.jpeg,direbecca,239991213,Tule Elk,Mammalia,566549,2,0,2024/09/02 12:58 PM,2024-09-02,2024-09-02 19:58:00 UTC,Pacific Time (US & Canada),459,28300,,obscured,true,,,5327,Di,2024-09-05 16:57:03 UTC,2024-09-05 17:50:45 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-09-02 11:57:00 -0700,,"California, US",38.1198481107,-122.8195088018,,Tule Elk,https://www.inaturalist.org/observations/239991208,https://inaturalist-open-data.s3.amazonaws.com/photos/427507035/medium.jpeg,direbecca,239991208,Tule Elk,Mammalia,566549,1,0,2024/09/02 11:57 AM,2024-09-02,2024-09-02 18:57:00 UTC,Pacific Time (US & Canada),122,28300,,obscured,true,,,5327,Di,2024-09-05 16:57:02 UTC,2024-09-05 17:48:17 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-09-04 13:45:23 -0700,,"San Luis Obispo County, US-CA, US",35.0177061483,-119.8775084315,,Tule Elk,https://www.inaturalist.org/observations/239885611,https://static.inaturalist.org/photos/427304487/medium.jpeg,russnamitz,239885611,Tule Elk,Mammalia,566549,1,0,2024-09-04 13:45:23-07:00,2024-09-04,2024-09-04 20:45:23 UTC,Pacific Time (US & Canada),4,28734,,obscured,true,,,1249080,,2024-09-05 00:12:37 UTC,2024-09-08 18:05:38 UTC,research,,,3,false
Cervus canadensis nannodes,2024-09-04 14:27:48 -0700,,"San Luis Obispo County, US-CA, US",35.0604272163,-119.8387893663,,Tule Elk,https://www.inaturalist.org/observations/239884919,https://static.inaturalist.org/photos/427303065/medium.jpeg,russnamitz,239884919,Tule Elk,Mammalia,566549,1,0,2024-09-04 14:27:48-07:00,2024-09-04,2024-09-04 21:27:48 UTC,Pacific Time (US & Canada),200,28734,,obscured,true,,,1249080,,2024-09-05 00:06:53 UTC,2024-09-05 00:41:54 UTC,research,,,3,false
Cervus canadensis nannodes,2023-05-24 11:10:42 -0700,I think this a photo of a Tule Elk,"California, US",38.2474511875,-122.8836520916,,Tule Elk,https://www.inaturalist.org/observations/239562297,https://static.inaturalist.org/photos/426689407/medium.jpeg,linda_walker,239562297,Tule Elk,Mammalia,566549,2,0,2023-05-24 11:10:42-07:00,2023-05-24,2023-05-24 18:10:42 UTC,Pacific Time (US & Canada),4,28270,,obscured,true,,,8520377,Linda Walker,2024-09-03 05:57:06 UTC,2024-09-03 14:46:46 UTC,research,,,3,false
Cervus canadensis nannodes,2024-09-01 22:00:17 -0700,"Herd of cow tule elk, alongside a single wild burro","California, US",38.9567274686,-122.3835717066,,Tule Elk,https://www.inaturalist.org/observations/239337341,https://inaturalist-open-data.s3.amazonaws.com/photos/426247520/medium.jpeg,lindseynmountz,239337341,Tule Elk,Mammalia,566549,3,0,2024-09-01 22:00:17-07:00,2024-09-01,2024-09-02 05:00:17 UTC,Pacific Time (US & Canada),4,28181,,obscured,true,,,7741043,,2024-09-02 05:09:29 UTC,2024-09-16 22:17:56 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-07-28 11:14:00 -0700,,"California, US",38.1520935192,-122.8968600999,,Tule Elk,https://www.inaturalist.org/observations/239325688,https://inaturalist-open-data.s3.amazonaws.com/photos/426220775/medium.jpg,tedrake,239325688,Tule Elk,Mammalia,566549,2,0,2024/07/28 11:14 AM,2024-07-28,2024-07-28 18:14:00 UTC,Pacific Time (US & Canada),168,28300,,obscured,true,,,309263,Tracy Drake,2024-09-02 03:24:35 UTC,2024-09-02 07:48:45 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-07-28 11:14:00 -0700,,"California, US",38.041677058,-122.9714425322,,Tule Elk,https://www.inaturalist.org/observations/239325686,https://inaturalist-open-data.s3.amazonaws.com/photos/426220767/medium.jpg,tedrake,239325686,Tule Elk,Mammalia,566549,1,0,2024/07/28 11:14 AM,2024-07-28,2024-07-28 18:14:00 UTC,Pacific Time (US & Canada),168,28300,,obscured,true,,,309263,Tracy Drake,2024-09-02 03:24:35 UTC,2024-09-02 07:48:49 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-07-28 09:25:00 -0700,,"California, US",38.1762998183,-122.9548049671,,Tule Elk,https://www.inaturalist.org/observations/239325639,https://inaturalist-open-data.s3.amazonaws.com/photos/426220408/medium.jpg,tedrake,239325639,Tule Elk,Mammalia,566549,2,0,2024/07/28 9:25 AM,2024-07-28,2024-07-28 16:25:00 UTC,Pacific Time (US & Canada),168,28300,,obscured,true,,,309263,Tracy Drake,2024-09-02 03:24:24 UTC,2024-09-02 07:49:31 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-07-28 08:52:00 -0700,,"California, US",38.1623522995,-122.9141102245,,Tule Elk,https://www.inaturalist.org/observations/239325632,https://inaturalist-open-data.s3.amazonaws.com/photos/426220325/medium.jpg,tedrake,239325632,Tule Elk,Mammalia,566549,1,0,2024/07/28 8:52 AM,2024-07-28,2024-07-28 15:52:00 UTC,Pacific Time (US & Canada),168,28300,,obscured,true,,,309263,Tracy Drake,2024-09-02 03:24:21 UTC,2024-09-02 16:29:25 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-09-01 10:14:30 -0700,,"California, US",38.310978779,-122.8927135518,,Tule Elk,https://www.inaturalist.org/observations/239316404,https://inaturalist-open-data.s3.amazonaws.com/photos/426204448/medium.jpeg,andreacasierra,239316404,Tule Elk,Mammalia,566549,4,0,2024-09-01 10:14:30-07:00,2024-09-01,2024-09-01 17:14:30 UTC,Pacific Time (US & Canada),3,28270,,obscured,true,,,8490145,,2024-09-02 02:13:19 UTC,2024-09-18 04:54:21 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-09-01 17:22:27 -0700,"Herd of elk, with several males, and bugeling noises ","California, US",37.0421958293,-121.154447607,,Tule Elk,https://www.inaturalist.org/observations/239300911,https://inaturalist-open-data.s3.amazonaws.com/photos/426172356/medium.jpeg,zippitydooda,239300911,Tule Elk,Mammalia,566549,1,0,2024-09-01 17:22:27-07:00,2024-09-01,2024-09-02 00:22:27 UTC,Pacific Time (US & Canada),4,28447,,obscured,true,,,2778677,,2024-09-02 00:28:38 UTC,2024-09-27 17:06:52 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-04 16:39:00 -0700,,"California, US",38.0569145755,-122.9664975009,,Tule Elk,https://www.inaturalist.org/observations/239111222,https://inaturalist-open-data.s3.amazonaws.com/photos/425799360/medium.jpg,merav,239111222,Tule Elk,Mammalia,566549,3,0,2024/08/04 4:39 PM,2024-08-04,2024-08-04 23:39:00 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,34038,Merav Vonshak,2024-09-01 04:32:42 UTC,2024-09-01 20:40:30 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-10 11:00:00 -0700,,"California, US",38.1860151189,-122.9046018647,,Tule Elk,https://www.inaturalist.org/observations/239055624,https://static.inaturalist.org/photos/425688923/medium.jpg,dsacer,239055624,Tule Elk,Mammalia,566549,1,0,2024/08/10 11:00 AM,2024-08-10,2024-08-10 18:00:00 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,294211,David Sacerdote,2024-08-31 21:50:58 UTC,2024-09-01 03:28:22 UTC,research,,,NA,false
Cervus canadensis nannodes,2022-06-25 17:00:01 -0700,,"California, US",38.3635781431,-122.9231979296,,Tule Elk,https://www.inaturalist.org/observations/239053641,https://inaturalist-open-data.s3.amazonaws.com/photos/425686808/medium.jpeg,elena9004,239053641,Tule Elk,Mammalia,566549,1,0,2022-06-25 17:00:01-07:00,2022-06-25,2022-06-26 00:00:01 UTC,Pacific Time (US & Canada),1993,28270,,obscured,true,,,3850089,,2024-08-31 21:37:54 UTC,2024-09-04 15:24:25 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-30 06:27:00 -0700,,"California, US",35.6880644703,-121.0646059628,,Tule Elk,https://www.inaturalist.org/observations/238862591,https://inaturalist-open-data.s3.amazonaws.com/photos/425320069/medium.jpeg,w_fran,238862591,Tule Elk,Mammalia,566549,4,0,2024/08/30 6:27 AM,2024-08-30,2024-08-30 13:27:00 UTC,Pacific Time (US & Canada),1066,28649,,obscured,true,,,3463300,,2024-08-30 22:58:32 UTC,2024-09-30 01:29:05 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-02 16:51:00 -0700,,"California, US",38.0774715825,-122.9830503663,,Tule Elk,https://www.inaturalist.org/observations/238784853,https://inaturalist-open-data.s3.amazonaws.com/photos/425169865/medium.jpeg,wild_wonderfulcanada,238784853,Tule Elk,Mammalia,566549,1,0,2024/08/02 4:51 PM,2024-08-02,2024-08-02 23:51:00 UTC,Pacific Time (US & Canada),31,28300,,obscured,true,,,6411181,,2024-08-30 15:21:35 UTC,2024-08-30 18:39:38 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-06 20:10:34 -0700,,"California, US",38.1541843536,-122.902098804,,Tule Elk,https://www.inaturalist.org/observations/238716295,https://inaturalist-open-data.s3.amazonaws.com/photos/425038367/medium.jpeg,kliebenstein,238716295,Tule Elk,Mammalia,566549,2,0,2024-08-06 20:10:34-07:00,2024-08-06,2024-08-07 03:10:34 UTC,Pacific Time (US & Canada),4,28300,,obscured,true,,,1699159,,2024-08-30 04:08:58 UTC,2024-08-30 15:01:21 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-29 19:53:00 -0700,,"California, US",37.2894374403,-121.7546261351,,Tule Elk,https://www.inaturalist.org/observations/238709501,https://inaturalist-open-data.s3.amazonaws.com/photos/425023751/medium.jpeg,skj,238709501,Tule Elk,Mammalia,566549,2,0,2024-08-29 19:53:00-07:00,2024-08-29,2024-08-30 02:53:00 UTC,Pacific Time (US & Canada),224,28417,,obscured,true,,,847550,,2024-08-30 02:55:04 UTC,2024-08-31 00:45:24 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-28 14:58:00 -0700,,"California, US",38.0972738724,-122.8799049362,,Tule Elk,https://www.inaturalist.org/observations/238626383,https://inaturalist-open-data.s3.amazonaws.com/photos/424858914/medium.jpeg,direbecca,238626383,Tule Elk,Mammalia,566549,1,0,2024/08/28 2:58 PM,2024-08-28,2024-08-28 21:58:00 UTC,Pacific Time (US & Canada),97,28300,obscured,obscured,true,,,5327,Di,2024-08-29 17:19:53 UTC,2024-08-29 18:51:40 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2022-01-22 10:54:30 -0800,,"Marin County, US-CA, US",38.0422119278,-122.8178316274,,Tule Elk,https://www.inaturalist.org/observations/238355643,https://inaturalist-open-data.s3.amazonaws.com/photos/424341042/medium.jpeg,rayneyfrogz,238355643,Tule Elk,Mammalia,566549,2,0,2022-01-22 10:54:30-08:00,2022-01-22,2022-01-22 18:54:30 UTC,Pacific Time (US & Canada),6,28300,,obscured,true,,,2579881,Hale Garcia-Dean,2024-08-28 02:56:05 UTC,2024-08-28 06:23:50 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-21 08:53:00 -0700,,"California, US",38.0445385998,-122.9728453709,,Tule Elk,https://www.inaturalist.org/observations/238333170,https://inaturalist-open-data.s3.amazonaws.com/photos/424292906/medium.jpeg,cnpsstevew,238333170,Tule Elk,Mammalia,566549,1,0,2024/08/21 8:53 AM,2024-08-21,2024-08-21 15:53:00 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,3114248,Steve Woodward,2024-08-27 23:38:12 UTC,2024-09-13 15:01:21 UTC,research,CC0,,NA,false
Cervus canadensis nannodes,2024-08-26 13:50:00 -0700,,"California, US",37.1265394879,-121.1647309498,,Tule Elk,https://www.inaturalist.org/observations/238157590,https://inaturalist-open-data.s3.amazonaws.com/photos/423957135/medium.jpeg,blackpanther77,238157590,Tule Elk,Mammalia,566549,1,0,2024-08-26 13:50:00-07:00,2024-08-26,2024-08-26 20:50:00 UTC,Pacific Time (US & Canada),272,28447,obscured,obscured,true,,,6004878,,2024-08-26 23:16:54 UTC,2024-08-26 23:21:40 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-25 13:14:31 -0700,,"California, US",37.13312585,-121.1463883165,,Tule Elk,https://www.inaturalist.org/observations/238138793,https://inaturalist-open-data.s3.amazonaws.com/photos/423919625/medium.jpeg,pocketmouse,238138793,Tule Elk,Mammalia,566549,1,0,2024-08-25 13:14:31-07:00,2024-08-25,2024-08-25 20:14:31 UTC,Pacific Time (US & Canada),4,28447,,obscured,true,,,133261,,2024-08-26 21:08:19 UTC,2024-09-27 17:07:22 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-24 14:52:06 -0700,,"Marin County, US-CA, US",38.1826693673,-122.9048677561,,Tule Elk,https://www.inaturalist.org/observations/238004016,https://inaturalist-open-data.s3.amazonaws.com/photos/423658442/medium.jpeg,goflowers,238004016,Tule Elk,Mammalia,566549,1,0,2024-08-24 14:52:06,2024-08-24,2024-08-24 21:52:06 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,gps,gps,1525980,Sarah Wang,2024-08-26 03:29:53 UTC,2024-08-26 04:46:27 UTC,research,CC-BY-NC,,2,false
Cervus canadensis nannodes,2024-08-24 18:16:06 -0700,,"California, US",37.1196142794,-121.003086283,,Tule Elk,https://www.inaturalist.org/observations/237769185,https://inaturalist-open-data.s3.amazonaws.com/photos/423202943/medium.jpeg,ethunder,237769185,Tule Elk,Mammalia,566549,1,0,2024-08-24 18:16:06-07:00,2024-08-24,2024-08-25 01:16:06 UTC,Pacific Time (US & Canada),213,28447,,obscured,true,,,2267412,Ethan R,2024-08-25 01:30:53 UTC,2024-08-25 12:03:23 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-23 09:29:21 -0700,,"Merced County, US-CA, US",37.1172206776,-120.8590725789,,Tule Elk,https://www.inaturalist.org/observations/237724746,https://static.inaturalist.org/photos/423115824/medium.jpeg,jaymeemarty,237724746,Tule Elk,Mammalia,566549,1,0,2024-08-23 09:29:21-07:00,2024-08-23,2024-08-23 16:29:21 UTC,Pacific Time (US & Canada),10,28447,,obscured,true,,,1225945,Jaymee Marty,2024-08-24 21:06:19 UTC,2024-09-27 17:41:46 UTC,research,,,3,false
Cervus canadensis nannodes,2024-08-23 15:10:29 -0700,,"California, US",38.0707257333,-122.8395720059,,Tule Elk,https://www.inaturalist.org/observations/237579622,https://inaturalist-open-data.s3.amazonaws.com/photos/422843421/medium.jpeg,camerashychris,237579622,Tule Elk,Mammalia,566549,1,0,2024-08-23 15:10:29-07:00,2024-08-23,2024-08-23 22:10:29 UTC,Pacific Time (US & Canada),24,28300,,obscured,true,,,2374030,,2024-08-24 04:12:36 UTC,2024-08-24 14:20:09 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 09:53:12 -0700,,"California, US",38.1872948382,-122.9114350907,,Tule Elk,https://www.inaturalist.org/observations/236840105,https://inaturalist-open-data.s3.amazonaws.com/photos/421414145/medium.jpeg,ki6h,236840105,Tule Elk,Mammalia,566549,2,0,2024-08-19 09:53:12-07:00,2024-08-19,2024-08-19 16:53:12 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:30:33 UTC,2024-08-20 12:39:51 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 10:26:28 -0700,,"California, US",38.1816531417,-122.8429128488,,Tule Elk,https://www.inaturalist.org/observations/236839847,https://inaturalist-open-data.s3.amazonaws.com/photos/421413299/medium.jpeg,ki6h,236839847,Tule Elk,Mammalia,566549,3,0,2024-08-19 10:26:28-07:00,2024-08-19,2024-08-19 17:26:28 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:27:40 UTC,2024-08-20 03:40:20 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 10:43:21 -0700,,"California, US",38.3585707992,-122.8334063019,,Tule Elk,https://www.inaturalist.org/observations/236839668,https://inaturalist-open-data.s3.amazonaws.com/photos/421412901/medium.jpeg,ki6h,236839668,Tule Elk,Mammalia,566549,2,0,2024-08-19 10:43:21-07:00,2024-08-19,2024-08-19 17:43:21 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:25:55 UTC,2024-08-20 03:40:19 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 10:50:40 -0700,,"California, US",38.2137652833,-122.9700893097,,Tule Elk,https://www.inaturalist.org/observations/236839566,https://inaturalist-open-data.s3.amazonaws.com/photos/421412635/medium.jpeg,ki6h,236839566,Tule Elk,Mammalia,566549,1,0,2024-08-19 10:50:40-07:00,2024-08-19,2024-08-19 17:50:40 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:25:01 UTC,2024-08-20 03:28:33 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 10:41:21 -0700,,"California, US",38.315055427,-122.8733722764,,Tule Elk,https://www.inaturalist.org/observations/236839514,https://inaturalist-open-data.s3.amazonaws.com/photos/421412446/medium.jpeg,ki6h,236839514,Tule Elk,Mammalia,566549,2,0,2024-08-19 10:41:21-07:00,2024-08-19,2024-08-19 17:41:21 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:24:36 UTC,2024-08-20 03:28:42 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 10:50:05 -0700,Group 1 of 3,"California, US",38.2820864707,-122.8626380908,,Tule Elk,https://www.inaturalist.org/observations/236839471,https://inaturalist-open-data.s3.amazonaws.com/photos/421412384/medium.jpeg,ki6h,236839471,Tule Elk,Mammalia,566549,1,0,2024-08-19 10:50:05-07:00,2024-08-19,2024-08-19 17:50:05 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:24:10 UTC,2024-08-20 03:28:35 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 10:59:50 -0700,Group 2 of 3,"California, US",38.0251562672,-122.8529231182,,Tule Elk,https://www.inaturalist.org/observations/236839399,https://inaturalist-open-data.s3.amazonaws.com/photos/421412110/medium.jpeg,ki6h,236839399,Tule Elk,Mammalia,566549,3,0,2024-08-19 10:59:50-07:00,2024-08-19,2024-08-19 17:59:50 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:23:22 UTC,2024-08-20 12:39:57 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-08-19 11:03:18 -0700,Group 3 of 3,"California, US",38.1159628121,-122.8379944101,,Tule Elk,https://www.inaturalist.org/observations/236839262,https://inaturalist-open-data.s3.amazonaws.com/photos/421411842/medium.jpeg,ki6h,236839262,Tule Elk,Mammalia,566549,3,0,2024-08-19 11:03:18-07:00,2024-08-19,2024-08-19 18:03:18 UTC,Pacific Time (US & Canada),NA,28300,,obscured,true,,,44715,M.R. Perry,2024-08-20 02:22:18 UTC,2024-08-20 03:40:36 UTC,research,CC-BY-NC,,3,false
Cervus canadensis nannodes,2024-07-25 00:00:00 -0800,,"California, US",38.1093336616,-122.8914073164,,Tule Elk,https://www.inaturalist.org/observations/236672914,https://inaturalist-open-data.s3.amazonaws.com/photos/421089292/medium.png,connorcochrane,236672914,Tule Elk,Mammalia,566549,1,0,2024/07/25 ,2024-07-25,,Pacific Time (US & Canada),31,28300,,obscured,true,,,2526349,Connor Cochrane,2024-08-19 06:34:31 UTC,2024-08-19 06:55:41 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-12 12:24:00 -0700,,"Inyo County, US-CA, US",37.0474317416,-118.3040481706,,Tule Elk,https://www.inaturalist.org/observations/236663407,https://inaturalist-open-data.s3.amazonaws.com/photos/421066562/medium.jpeg,waltn,236663407,Tule Elk,Mammalia,566549,1,0,2024/08/12 12:24 PM,2024-08-12,2024-08-12 19:24:00 UTC,Pacific Time (US & Canada),396,28447,,obscured,true,,,1634021,,2024-08-19 04:40:45 UTC,2024-08-19 19:05:39 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-18 10:08:00 -0700,,"California, US",38.2090788947,-122.9545596223,"california, cervus canadensis, cervus canadensis nannodes, elk, mammal, national park service, point reyes, point reyes national seashore, tule elk",Tule Elk,https://www.inaturalist.org/observations/236622181,https://inaturalist-open-data.s3.amazonaws.com/photos/420984952/medium.jpg,tiwane,236622181,Tule Elk,Mammalia,566549,2,0,2024/08/18 10:08 AM,2024-08-18,2024-08-18 17:08:00 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,28,Tony Iwane,2024-08-18 23:24:03 UTC,2024-08-19 00:27:09 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-18 10:24:00 -0700,,"California, US",38.3512006183,-122.8677382169,"california, national park service, point reyes, point reyes national seashore, tule elk",Tule Elk,https://www.inaturalist.org/observations/236622180,https://inaturalist-open-data.s3.amazonaws.com/photos/420984956/medium.jpg,tiwane,236622180,Tule Elk,Mammalia,566549,2,0,2024/08/18 10:24 AM,2024-08-18,2024-08-18 17:24:00 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,28,Tony Iwane,2024-08-18 23:24:03 UTC,2024-08-19 00:27:11 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-18 10:04:00 -0700,,"California, US",38.2488290542,-122.9989932187,"california, cervus canadensis, cervus canadensis nannodes, elk, mammal, national park service, point reyes, point reyes national seashore, tule elk",Tule Elk,https://www.inaturalist.org/observations/236622175,https://inaturalist-open-data.s3.amazonaws.com/photos/420984933/medium.jpg,tiwane,236622175,Tule Elk,Mammalia,566549,2,0,2024/08/18 10:04 AM,2024-08-18,2024-08-18 17:04:00 UTC,Pacific Time (US & Canada),NA,28270,,obscured,true,,,28,Tony Iwane,2024-08-18 23:24:02 UTC,2024-08-19 00:27:12 UTC,research,CC-BY-NC,,NA,false
Cervus canadensis nannodes,2024-08-18 09:39:36 -0700,,"California, US",38.0198078441,-122.803796705,,Tule Elk,https://www.inaturalist.org/observations/236611041,https://inaturalist-open-data.s3.amazonaws.com/photos/420964073/medium.jpeg,tiwane,236611041,Tule Elk,Mammalia,566549,1,0,2024-08-18 09:39:36,2024-08-18,2024-08-18 16:39:36 UTC,Pacific Time (US & Canada),4,28300,,obscured,true,,,28,Tony Iwane,2024-08-18 22:16:25 UTC,2024-08-20 03:14:34 UTC,research,CC-BY-NC,,843,false
Cervus canadensis nannodes,2017-01-01 00:02:00 -0800,Bull,"California, US",38.2074010483,-122.9607797406,,Tule Elk,https://www.inaturalist.org/observations/236415122,https://static.inaturalist.org/photos/420594083/medium.jpeg,wild-by-nature-db,236415122,Tule Elk,Mammalia,566549,2,0,2017/01/01 12:02 AM,2017-01-01,2017-01-01 08:02:00 UTC,Pacific Time (US & Canada),31,28270,,obscured,true,,,1213,Dave Barry,2024-08-18 01:47:05 UTC,2024-08-18 08:30:42 UTC,research,,,NA,false
